Region,Product,Channel,Month,Scenario,StoreId,CustomerSegment,Revenue,Cost,Units,Discount
North,Alpha,Online,Feb,Actual,S001,Enterprise,7982.88,4630.07,84,239.49
North,Alpha,Online,Feb,Actual,S002,SMB,7321.44,4246.44,77,219.64
North,Alpha,Online,Feb,Actual,S002,MidMarket,7685.54,4457.61,80,230.57
North,Alpha,Online,Feb,Actual,S002,Enterprise,7742.65,4490.74,81,232.28
North,Alpha,Online,Feb,Actual,S003,SMB,7616.21,4417.4,80,228.49
North,Alpha,Online,Feb,Actual,S003,MidMarket,7456.32,4324.67,78,223.69
North,Alpha,Online,Feb,Actual,S003,Enterprise,8038.43,4662.29,84,241.15
North,Alpha,Online,Feb,Actual,S004,SMB,7495.99,4347.67,78,224.88
North,Alpha,Online,Feb,Actual,S004,MidMarket,7766.1,4504.34,81,232.98
North,Alpha,Online,Feb,Actual,S004,Enterprise,7786.21,4516.0,81,233.59
North,Alpha,Online,Feb,Actual,S005,SMB,7816.77,4533.73,82,234.5
North,Alpha,Online,Feb,Actual,S005,MidMarket,8021.88,4652.69,84,240.66
North,Alpha,Online,Feb,Actual,S005,Enterprise,7973.98,4624.91,83,239.22
North,Alpha,Online,Feb,Actual,S006,SMB,7416.54,4301.59,78,222.5
North,Alpha,Online,Feb,Actual,S006,MidMarket,7889.65,4576.0,83,236.69
North,Alpha,Online,Feb,Actual,S006,Enterprise,7988.76,4633.48,84,239.66
North,Alpha,Online,Feb,Actual,S007,SMB,7858.32,4557.83,82,235.75
North,Alpha,Online,Feb,Actual,S007,MidMarket,7986.43,4632.13,84,239.59
North,Alpha,Online,Feb,Actual,S007,Enterprise,8212.54,4763.27,86,246.38
North,Alpha,Online,Feb,Actual,S008,SMB,7945.1,4608.16,83,238.35
North,Alpha,Online,Feb,Actual,S008,MidMarket,8164.21,4735.24,85,244.93
North,Alpha,Online,Feb,Actual,S008,Enterprise,8139.31,4720.8,85,244.18
North,Alpha,Online,Feb,Actual,S009,SMB,7844.88,4550.03,82,235.35
North,Alpha,Online,Feb,Actual,S009,MidMarket,7878.98,4569.81,82,236.37
North,Alpha,Online,Feb,Actual,S009,Enterprise,8372.09,4855.81,88,251.16
North,Alpha,Online,Feb,Budget,S001,SMB,6682.4,3875.79,70,200.47
North,Alpha,Online,Feb,Budget,S001,MidMarket,6887.64,3994.83,72,206.63
North,Alpha,Online,Feb,Budget,S001,Enterprise,7419.88,4303.53,78,222.6
North,Alpha,Online,Feb,Budget,S002,SMB,6817.71,3954.27,71,204.53
North,Alpha,Online,Feb,Budget,S002,MidMarket,7313.95,4242.09,76,219.42
North,Alpha,Online,Feb,Budget,S002,Enterprise,7284.19,4224.83,76,218.53
North,Alpha,Online,Feb,Budget,S003,SMB,6796.02,3941.69,71,203.88
North,Alpha,Online,Feb,Budget,S003,MidMarket,7410.26,4297.95,78,222.31
North,Alpha,Online,Feb,Budget,S003,Enterprise,7309.5,4239.51,76,219.28
North,Alpha,Online,Feb,Budget,S004,SMB,7253.33,4206.93,76,217.6
North,Alpha,Online,Feb,Budget,S004,MidMarket,7078.57,4105.57,74,212.36
North,Alpha,Online,Feb,Budget,S004,Enterprise,7438.81,4314.51,78,223.16
North,Alpha,Online,Feb,Budget,S005,SMB,7006.64,4063.85,73,210.2
North,Alpha,Online,Feb,Budget,S005,MidMarket,7313.88,4242.05,76,219.42
North,Alpha,Online,Feb,Budget,S005,Enterprise,7624.12,4421.99,80,228.72
North,Alpha,Online,Feb,Budget,S006,SMB,7345.95,4260.65,77,220.38
North,Alpha,Online,Feb,Budget,S006,MidMarket,7322.19,4246.87,77,219.67
North,Alpha,Online,Feb,Budget,S006,Enterprise,7436.43,4313.13,78,223.09
North,Alpha,Online,Feb,Budget,S007,SMB,7162.26,4154.11,75,214.87
North,Alpha,Online,Feb,Budget,S007,MidMarket,7371.5,4275.47,77,221.14
North,Alpha,Online,Feb,Budget,S007,Enterprise,7514.74,4358.55,79,225.44
North,Alpha,Online,Feb,Budget,S008,SMB,7370.57,4274.93,77,221.12
North,Alpha,Online,Feb,Budget,S008,MidMarket,7380.81,4280.87,77,221.42
North,Alpha,Online,Feb,Budget,S008,Enterprise,7821.05,4536.21,82,234.63
North,Alpha,Online,Feb,Budget,S009,SMB,7560.88,4385.31,79,226.83
North,Alpha,Online,Feb,Budget,S009,MidMarket,7648.12,4435.91,80,229.44
North,Alpha,Online,Feb,Budget,S009,Enterprise,7847.36,4551.47,82,235.42
North,Alpha,Online,Mar,Actual,S001,SMB,7379.82,4280.3,77,221.39
North,Alpha,Online,Mar,Actual,S001,MidMarket,7887.99,4575.03,83,236.64
North,Alpha,Online,Mar,Actual,S001,Enterprise,8135.16,4718.39,85,244.05
North,Alpha,Online,Mar,Actual,S002,SMB,7489.11,4343.68,78,224.67
North,Alpha,Online,Mar,Actual,S002,MidMarket,7908.28,4586.8,83,237.25
North,Alpha,Online,Mar,Actual,S002,Enterprise,8241.45,4780.04,86,247.24
North,Alpha,Online,Mar,Actual,S003,SMB,7585.41,4399.54,79,227.56
North,Alpha,Online,Mar,Actual,S003,MidMarket,7776.57,4510.41,81,233.3
North,Alpha,Online,Mar,Actual,S003,Enterprise,8162.74,4734.39,85,244.88
North,Alpha,Online,Mar,Actual,S004,SMB,7712.7,4473.37,81,231.38
North,Alpha,Online,Mar,Actual,S004,MidMarket,7889.87,4576.12,83,236.7
North,Alpha,Online,Mar,Actual,S004,Enterprise,8458.03,4905.66,89,253.74
North,Alpha,Online,Mar,Actual,S005,SMB,7903.99,4584.31,83,237.12
North,Alpha,Online,Mar,Actual,S005,MidMarket,8162.16,4734.05,85,244.86
North,Alpha,Online,Mar,Actual,S005,Enterprise,8328.32,4830.43,87,249.85
North,Alpha,Online,Mar,Actual,S006,SMB,7747.28,4493.42,81,232.42
North,Alpha,Online,Mar,Actual,S006,MidMarket,8218.45,4766.7,86,246.55
North,Alpha,Online,Mar,Actual,S006,Enterprise,8267.62,4795.22,87,248.03
North,Alpha,Online,Mar,Actual,S007,SMB,8124.57,4712.25,85,243.74
North,Alpha,Online,Mar,Actual,S007,MidMarket,8319.74,4825.45,87,249.59
North,Alpha,Online,Mar,Actual,S007,Enterprise,8556.91,4963.01,90,256.71
North,Alpha,Online,Mar,Actual,S008,SMB,7779.87,4512.32,81,233.4
North,Alpha,Online,Mar,Actual,S008,MidMarket,8102.03,4699.18,85,243.06
North,Alpha,Online,Mar,Actual,S008,Enterprise,8638.2,5010.16,90,259.15
North,Alpha,Online,Mar,Actual,S009,SMB,7826.16,4539.17,82,234.78
North,Alpha,Online,Mar,Actual,S009,MidMarket,8455.32,4904.09,89,253.66
North,Alpha,Online,Mar,Actual,S009,Enterprise,8437.49,4893.74,88,253.12
North,Alpha,Online,Mar,Budget,S001,SMB,7093.19,4114.05,74,212.8
North,Alpha,Online,Mar,Budget,S001,MidMarket,7244.37,4201.73,76,217.33
North,Alpha,Online,Mar,Budget,S001,Enterprise,7359.55,4268.54,77,220.79
North,Alpha,Online,Mar,Budget,S002,SMB,7050.99,4089.57,74,211.53
North,Alpha,Online,Mar,Budget,S002,MidMarket,7629.16,4424.91,80,228.87
North,Alpha,Online,Mar,Budget,S002,Enterprise,7863.34,4560.74,82,235.9
North,Alpha,Online,Mar,Budget,S003,SMB,7287.78,4226.91,76,218.63
North,Alpha,Online,Mar,Budget,S003,MidMarket,7664.96,4445.68,80,229.95
North,Alpha,Online,Mar,Budget,S003,Enterprise,7803.14,4525.82,82,234.09
North,Alpha,Online,Mar,Budget,S004,SMB,7213.58,4183.88,75,216.41
North,Alpha,Online,Mar,Budget,S004,MidMarket,7379.75,4280.26,77,221.39
North,Alpha,Online,Mar,Budget,S004,Enterprise,7825.93,4539.04,82,234.78
North,Alpha,Online,Mar,Budget,S005,SMB,7362.37,4270.17,77,220.87
North,Alpha,Online,Mar,Budget,S005,MidMarket,7528.55,4366.56,79,225.86
North,Alpha,Online,Mar,Budget,S005,Enterprise,7997.72,4638.68,84,239.93
North,Alpha,Online,Mar,Budget,S006,SMB,7630.16,4425.49,80,228.9
North,Alpha,Online,Mar,Budget,S006,MidMarket,7710.34,4472.0,81,231.31
North,Alpha,Online,Mar,Budget,S006,Enterprise,7834.52,4544.02,82,235.04
North,Alpha,Online,Mar,Budget,S007,SMB,7289.96,4228.18,76,218.7
North,Alpha,Online,Mar,Budget,S007,MidMarket,7571.14,4391.26,79,227.13
North,Alpha,Online,Mar,Budget,S007,Enterprise,7726.31,4481.26,81,231.79
North,Alpha,Online,Mar,Budget,S008,SMB,7397.75,4290.69,77,221.93
North,Alpha,Online,Mar,Budget,S008,MidMarket,7871.93,4565.72,82,236.16
North,Alpha,Online,Mar,Budget,S008,Enterprise,7997.11,4638.32,84,239.91
North,Alpha,Online,Mar,Budget,S009,SMB,7601.55,4408.9,80,228.05
North,Alpha,Online,Mar,Budget,S009,MidMarket,7679.72,4454.24,80,230.39
North,Alpha,Online,Mar,Budget,S009,Enterprise,8146.9,4725.2,85,244.41
North,Alpha,Online,Apr,Actual,S001,SMB,7794.73,4520.94,82,233.84
North,Alpha,Online,Apr,Actual,S001,MidMarket,7946.73,4609.1,83,238.4
North,Alpha,Online,Apr,Actual,S001,Enterprise,8418.73,4882.86,88,252.56
North,Alpha,Online,Apr,Actual,S002,SMB,7851.73,4554.0,82,235.55
North,Alpha,Online,Apr,Actual,S002,MidMarket,7989.73,4634.04,84,239.69
North,Alpha,Online,Apr,Actual,S002,Enterprise,8202.73,4757.58,86,246.08
North,Alpha,Online,Apr,Actual,S003,SMB,7723.73,4479.76,81,231.71
North,Alpha,Online,Apr,Actual,S003,MidMarket,7913.73,4589.96,83,237.41
North,Alpha,Online,Apr,Actual,S003,Enterprise,8335.73,4834.72,87,250.07
North,Alpha,Online,Apr,Actual,S004,SMB,7921.73,4594.6,83,237.65
North,Alpha,Online,Apr,Actual,S004,MidMarket,7947.73,4609.68,83,238.43
North,Alpha,Online,Apr,Actual,S004,Enterprise,8519.73,4941.44,89,255.59
North,Alpha,Online,Apr,Actual,S005,SMB,7751.73,4496.0,81,232.55
North,Alpha,Online,Apr,Actual,S005,MidMarket,8399.73,4871.84,88,251.99
North,Alpha,Online,Apr,Actual,S005,Enterprise,8247.74,4783.69,86,247.43
North,Alpha,Online,Apr,Actual,S006,SMB,7863.73,4560.96,82,235.91
North,Alpha,Online,Apr,Actual,S006,MidMarket,8338.73,4836.46,87,250.16
North,Alpha,Online,Apr,Actual,S006,Enterprise,8330.74,4831.83,87,249.92
North,Alpha,Online,Apr,Actual,S007,SMB,8248.73,4784.26,86,247.46
North,Alpha,Online,Apr,Actual,S007,MidMarket,8423.73,4885.76,88,252.71
North,Alpha,Online,Apr,Actual,S007,Enterprise,8523.74,4943.77,89,255.71
North,Alpha,Online,Apr,Actual,S008,SMB,8206.73,4759.9,86,246.2
North,Alpha,Online,Apr,Actual,S008,MidMarket,8165.73,4736.12,85,244.97
North,Alpha,Online,Apr,Actual,S008,Enterprise,8562.74,4966.39,90,256.88
North,Alpha,Online,Apr,Actual,S009,SMB,8154.73,4729.74,85,244.64
North,Alpha,Online,Apr,Actual,S009,MidMarket,8496.74,4928.11,89,254.9
North,Alpha,Online,Apr,Actual,S009,Enterprise,8662.74,5024.39,91,259.88
North,Alpha,Online,Apr,Budget,S001,SMB,7300.98,4234.57,76,219.03
North,Alpha,Online,Apr,Budget,S001,MidMarket,7377.07,4278.7,77,221.31
North,Alpha,Online,Apr,Budget,S001,Enterprise,7964.15,4619.21,83,238.92
North,Alpha,Online,Apr,Budget,S002,SMB,7368.5,4273.73,77,221.05
North,Alpha,Online,Apr,Budget,S002,MidMarket,7743.59,4491.28,81,232.31
North,Alpha,Online,Apr,Budget,S002,Enterprise,8003.67,4642.13,84,240.11
North,Alpha,Online,Apr,Budget,S003,SMB,7145.03,4144.12,75,214.35
North,Alpha,Online,Apr,Budget,S003,MidMarket,7706.11,4469.54,81,231.18
North,Alpha,Online,Apr,Budget,S003,Enterprise,7945.19,4608.21,83,238.36
North,Alpha,Online,Apr,Budget,S004,SMB,7252.55,4206.48,76,217.58
North,Alpha,Online,Apr,Budget,S004,MidMarket,7761.63,4501.75,81,232.85
North,Alpha,Online,Apr,Budget,S004,Enterprise,8083.71,4688.55,85,242.51
North,Alpha,Online,Apr,Budget,S005,SMB,7523.07,4363.38,79,225.69
North,Alpha,Online,Apr,Budget,S005,MidMarket,7851.15,4553.67,82,235.53
North,Alpha,Online,Apr,Budget,S005,Enterprise,7821.23,4536.31,82,234.64
North,Alpha,Online,Apr,Budget,S006,SMB,7696.59,4464.02,81,230.9
North,Alpha,Online,Apr,Budget,S006,MidMarket,7849.67,4552.81,82,235.49
North,Alpha,Online,Apr,Budget,S006,Enterprise,7913.75,4589.97,83,237.41
North,Alpha,Online,Apr,Budget,S007,SMB,7415.11,4300.76,78,222.45
North,Alpha,Online,Apr,Budget,S007,MidMarket,7726.19,4481.19,81,231.79
North,Alpha,Online,Apr,Budget,S007,Enterprise,8016.27,4649.44,84,240.49
North,Alpha,Online,Apr,Budget,S008,SMB,7492.63,4345.73,78,224.78
North,Alpha,Online,Apr,Budget,S008,MidMarket,7862.71,4560.37,82,235.88
North,Alpha,Online,Apr,Budget,S008,Enterprise,7849.79,4552.88,82,235.49
North,Alpha,Online,Apr,Budget,S009,SMB,7955.15,4613.99,83,238.65
North,Alpha,Online,Apr,Budget,S009,MidMarket,8054.23,4671.45,84,241.63
North,Alpha,Online,Apr,Budget,S009,Enterprise,8351.31,4843.76,87,250.54
North,Alpha,Online,May,Actual,S001,SMB,7913.21,4589.66,83,237.4
North,Alpha,Online,May,Actual,S001,MidMarket,7907.11,4586.12,83,237.21
North,Alpha,Online,May,Actual,S001,Enterprise,8498.01,4928.85,89,254.94
North,Alpha,Online,May,Actual,S002,SMB,7858.19,4557.75,82,235.75
North,Alpha,Online,May,Actual,S002,MidMarket,8220.08,4767.65,86,246.6
North,Alpha,Online,May,Actual,S002,Enterprise,8148.98,4726.41,85,244.47
North,Alpha,Online,May,Actual,S003,SMB,7918.16,4592.53,83,237.54
North,Alpha,Online,May,Actual,S003,MidMarket,8354.06,4845.35,87,250.62
North,Alpha,Online,May,Actual,S003,Enterprise,8168.96,4738.0,85,245.07
North,Alpha,Online,May,Actual,S004,SMB,8161.14,4733.46,85,244.83
North,Alpha,Online,May,Actual,S004,MidMarket,8264.03,4793.14,86,247.92
North,Alpha,Online,May,Actual,S004,Enterprise,8323.93,4827.88,87,249.72
North,Alpha,Online,May,Actual,S005,SMB,8203.11,4757.8,86,246.09
North,Alpha,Online,May,Actual,S005,MidMarket,8328.01,4830.25,87,249.84
North,Alpha,Online,May,Actual,S005,Enterprise,8487.91,4922.99,89,254.64
North,Alpha,Online,May,Actual,S006,SMB,8141.08,4721.83,85,244.23
North,Alpha,Online,May,Actual,S006,MidMarket,8158.98,4732.21,85,244.77
North,Alpha,Online,May,Actual,S006,Enterprise,8363.88,4851.05,88,250.92
North,Alpha,Online,May,Actual,S007,SMB,8078.06,4685.27,85,242.34
North,Alpha,Online,May,Actual,S007,MidMarket,8504.96,4932.88,89,255.15
North,Alpha,Online,May,Actual,S007,Enterprise,8424.86,4886.42,88,252.75
North,Alpha,Online,May,Actual,S008,SMB,8220.03,4767.62,86,246.6
North,Alpha,Online,May,Actual,S008,MidMarket,8659.93,5022.76,91,259.8
North,Alpha,Online,May,Actual,S008,Enterprise,8797.83,5102.74,92,263.93
North,Alpha,Online,May,Actual,S009,SMB,8473.01,4914.35,89,254.19
North,Alpha,Online,May,Actual,S009,MidMarket,8499.91,4929.95,89,255.0
North,Alpha,Online,May,Actual,S009,Enterprise,8926.81,5177.55,93,267.8
North,Alpha,Online,May,Budget,S001,SMB,7077.5,4104.95,74,212.32
North,Alpha,Online,May,Budget,S001,MidMarket,7597.72,4406.68,79,227.93
North,Alpha,Online,May,Budget,S001,Enterprise,7670.95,4449.15,80,230.13
North,Alpha,Online,May,Budget,S002,SMB,7381.05,4281.01,77,221.43
North,Alpha,Online,May,Budget,S002,MidMarket,7354.28,4265.48,77,220.63
North,Alpha,Online,May,Budget,S002,Enterprise,7616.51,4417.58,80,228.5
North,Alpha,Online,May,Budget,S003,SMB,7659.61,4442.57,80,229.79
North,Alpha,Online,May,Budget,S003,MidMarket,7583.84,4398.63,79,227.52
North,Alpha,Online,May,Budget,S003,Enterprise,8062.06,4675.99,84,241.86
North,Alpha,Online,May,Budget,S004,SMB,7663.17,4444.64,80,229.9
North,Alpha,Online,May,Budget,S004,MidMarket,7865.39,4561.93,82,235.96
North,Alpha,Online,May,Budget,S004,Enterprise,7823.62,4537.7,82,234.71
North,Alpha,Online,May,Budget,S005,SMB,7413.72,4299.96,78,222.41
North,Alpha,Online,May,Budget,S005,MidMarket,7534.95,4370.27,79,226.05
North,Alpha,Online,May,Budget,S005,Enterprise,7843.18,4549.04,82,235.3
North,Alpha,Online,May,Budget,S006,SMB,7794.28,4520.68,82,233.83
North,Alpha,Online,May,Budget,S006,MidMarket,7849.51,4552.72,82,235.49
North,Alpha,Online,May,Budget,S006,Enterprise,8257.73,4789.48,86,247.73
North,Alpha,Online,May,Budget,S007,SMB,7438.84,4314.53,78,223.17
North,Alpha,Online,May,Budget,S007,MidMarket,7656.06,4440.51,80,229.68
North,Alpha,Online,May,Budget,S007,Enterprise,8201.29,4756.75,86,246.04
North,Alpha,Online,May,Budget,S008,SMB,7700.39,4466.23,81,231.01
North,Alpha,Online,May,Budget,S008,MidMarket,8083.62,4688.5,85,242.51
North,Alpha,Online,May,Budget,S008,Enterprise,7915.84,4591.19,83,237.48
North,Alpha,Online,May,Budget,S009,SMB,8005.95,4643.45,84,240.18
North,Alpha,Online,May,Budget,S009,MidMarket,8109.18,4703.32,85,243.28
North,Alpha,Online,May,Budget,S009,Enterprise,8206.4,4759.71,86,246.19
North,Alpha,Online,Jun,Actual,S001,SMB,7912.24,4589.1,83,237.37
North,Alpha,Online,Jun,Actual,S001,MidMarket,7806.1,4527.54,82,234.18
North,Alpha,Online,Jun,Actual,S001,Enterprise,8028.97,4656.8,84,240.87
North,Alpha,Online,Jun,Actual,S002,SMB,7912.71,4589.37,83,237.38
North,Alpha,Online,Jun,Actual,S002,MidMarket,8040.57,4663.53,84,241.22
North,Alpha,Online,Jun,Actual,S002,Enterprise,8503.43,4931.99,89,255.1
North,Alpha,Online,Jun,Actual,S003,SMB,7912.17,4589.06,83,237.37
North,Alpha,Online,Jun,Actual,S003,MidMarket,7937.03,4603.48,83,238.11
North,Alpha,Online,Jun,Actual,S003,Enterprise,8209.9,4761.74,86,246.3
North,Alpha,Online,Jun,Actual,S004,SMB,7956.64,4614.85,83,238.7
North,Alpha,Online,Jun,Actual,S004,MidMarket,8354.5,4845.61,87,250.63
North,Alpha,Online,Jun,Actual,S004,Enterprise,8440.36,4895.41,88,253.21
North,Alpha,Online,Jun,Actual,S005,SMB,7958.1,4615.7,83,238.74
North,Alpha,Online,Jun,Actual,S005,MidMarket,8456.97,4905.04,89,253.71
North,Alpha,Online,Jun,Actual,S005,Enterprise,8293.83,4810.42,87,248.81
North,Alpha,Online,Jun,Actual,S006,SMB,8272.57,4798.09,87,248.18
North,Alpha,Online,Jun,Actual,S006,MidMarket,8295.43,4811.35,87,248.86
North,Alpha,Online,Jun,Actual,S006,Enterprise,8627.29,5003.83,90,258.82
North,Alpha,Online,Jun,Actual,S007,SMB,8226.03,4771.1,86,246.78
North,Alpha,Online,Jun,Actual,S007,MidMarket,8427.9,4888.18,88,252.84
North,Alpha,Online,Jun,Actual,S007,Enterprise,8398.76,4871.28,88,251.96
North,Alpha,Online,Jun,Actual,S008,SMB,8273.5,4798.63,87,248.2
North,Alpha,Online,Jun,Actual,S008,MidMarket,8289.36,4807.83,87,248.68
North,Alpha,Online,Jun,Actual,S008,Enterprise,8556.23,4962.61,90,256.69
North,Alpha,Online,Jun,Actual,S009,SMB,8306.97,4818.04,87,249.21
North,Alpha,Online,Jun,Actual,S009,MidMarket,8517.83,4940.34,89,255.53
North,Alpha,Online,Jun,Actual,S009,Enterprise,8598.69,4987.24,90,257.96
North,Alpha,Online,Jun,Budget,S001,SMB,7278.03,4221.26,76,218.34
North,Alpha,Online,Jun,Budget,S001,MidMarket,7722.58,4479.1,81,231.68
North,Alpha,Online,Jun,Budget,S001,Enterprise,7735.13,4486.38,81,232.05
North,Alpha,Online,Jun,Budget,S002,SMB,7337.16,4255.55,77,220.11
North,Alpha,Online,Jun,Budget,S002,MidMarket,7375.71,4277.91,77,221.27
North,Alpha,Online,Jun,Budget,S002,Enterprise,7649.27,4436.58,80,229.48
North,Alpha,Online,Jun,Budget,S003,SMB,7273.3,4218.51,76,218.2
North,Alpha,Online,Jun,Budget,S003,MidMarket,7398.85,4291.33,77,221.97
North,Alpha,Online,Jun,Budget,S003,Enterprise,7748.4,4494.07,81,232.45
North,Alpha,Online,Jun,Budget,S004,SMB,7220.44,4187.86,76,216.61
North,Alpha,Online,Jun,Budget,S004,MidMarket,7719.99,4477.59,81,231.6
North,Alpha,Online,Jun,Budget,S004,Enterprise,7910.54,4588.11,83,237.32
North,Alpha,Online,Jun,Budget,S005,SMB,7379.58,4280.16,77,221.39
North,Alpha,Online,Jun,Budget,S005,MidMarket,7772.13,4507.84,81,233.16
North,Alpha,Online,Jun,Budget,S005,Enterprise,7791.68,4519.17,82,233.75
North,Alpha,Online,Jun,Budget,S006,SMB,7317.71,4244.27,77,219.53
North,Alpha,Online,Jun,Budget,S006,MidMarket,7559.27,4384.38,79,226.78
North,Alpha,Online,Jun,Budget,S006,Enterprise,8093.82,4694.42,85,242.81
North,Alpha,Online,Jun,Budget,S007,SMB,7689.85,4460.11,80,230.7
North,Alpha,Online,Jun,Budget,S007,MidMarket,7605.4,4411.13,80,228.16
North,Alpha,Online,Jun,Budget,S007,Enterprise,7900.95,4582.55,83,237.03
North,Alpha,Online,Jun,Budget,S008,SMB,7452.99,4322.73,78,223.59
North,Alpha,Online,Jun,Budget,S008,MidMarket,8090.54,4692.51,85,242.72
North,Alpha,Online,Jun,Budget,S008,Enterprise,7852.09,4554.21,82,235.56
North,Alpha,Online,Jun,Budget,S009,SMB,7911.13,4588.46,83,237.33
North,Alpha,Online,Jun,Budget,S009,MidMarket,7848.68,4552.23,82,235.46
North,Alpha,Online,Jun,Budget,S009,Enterprise,7924.23,4596.05,83,237.73
North,Alpha,Online,Jul,Actual,S001,SMB,7732.04,4484.58,81,231.96
North,Alpha,Online,Jul,Actual,S001,MidMarket,7805.41,4527.14,82,234.16
North,Alpha,Online,Jul,Actual,S001,Enterprise,8041.78,4664.23,84,241.25
North,Alpha,Online,Jul,Actual,S002,SMB,7864.89,4561.64,82,235.95
North,Alpha,Online,Jul,Actual,S002,MidMarket,7986.26,4632.03,84,239.59
North,Alpha,Online,Jul,Actual,S002,Enterprise,8062.63,4676.33,84,241.88
North,Alpha,Online,Jul,Actual,S003,SMB,7852.73,4554.58,82,235.58
